6.210019    -74.590589   145.08481144      "PuertoBoyaca"    "Boyaca"     "Puerto Nare Airport"
1.857769    -76.085719   1283.817610124      "Pitalito"    "Huila"     "Pitalito Airport"
4.812675    -75.739519   1345.996810614      "Pereira"    "Risaralda"     "Matecana"
3.853531    -67.906172   140.20801114      "Inirida"    "Guainia"     "Obando"
6.184717    -67.493164   53.94960434      "PuertoCarreno"    "Vichada"     "Puerto Carreno Airport"
12.221483    -71.984817   27.43200224      "Uribia"    "LaGuajira"     "Puerto Bolivar"
5.764542    -73.105431   2500.88419714      "Paipa"    "Boyaca"     "Juan Jose Rondon"
7.010369    -74.715497   627.88804954      "Remedios"    "Antioquia"     "Otu"
8.315061    -73.358331   1173.48009254      "Ocana"    "NorteDeSantander"     "Aguas Claras"
2.95015    -75.294   446.22723524      "Neiva"    "Huila"     "Benito Salas"
5.029597    -75.464708   2094.280816514      "Manizales"    "Caldas"     "La Nubia (Santaguida)"
1.253664    -70.233878   207.26401634      "Mitu"    "Vaupes"     "Fabio Alberto Leon Bentley"
8.823744    -75.825831   10.97280094      "Monteria"    "Cordoba"     "Los Garzones"
9.258719    -74.437967   18.28800144      "Mompos"    "Bolivar"     "San Bernardo"
7.971739    -75.432519   48.76800384      "LaApartada"    "Cordoba"     "Monte Libano Airport"
11.389919    -72.23915   48.76800384      "Maicao"    "LaGuajira"     "Maicao Airport"
9.284739    -74.846092   54.25440434      "Magangue"    "Bolivar"     "Baracoa"
6.219958    -75.590519   1505.71211874      "Medellin"    "Antioquia"     "Olaya Herrera"
4.7278    -74.275383   2537.46024      "Madrid"    "Cundinamarca"     "Madrid AB Airport"
-4.193549    -69.943163   84.42960674      "Leticia"    "Amazonas"     "General Alfredo Vasquez Cobo"
11.232528    -72.490139   85.64880684      "Maicao"    "LaGuajira"     "La Mina"
-0.182278    -74.770778   174.65041384      "PuertoLeguizamo"    "Putumayo"     "Caucaya"
7.811956    -76.716428   14.02080114      "Carepa"    "Antioquia"     "Antonio Roldan Betancourt"
0.861925    -77.671764   2976.37223464      "Ipiales"    "Narino"     "San Luis"
9.268781    -74.652336   19.81200164      "Mompos"    "Bolivar"     "Cicuco"
4.421608    -75.1333   914.09527214      "Ibague"    "Tolima"     "Perales"
4.812333    -74.064919   2557.27220164      "Chia"    "Cundinamarca"     "Guaymaral"
2.570133    -77.8986   49.98720394      "Guapi"    "Cauca"     "Guapi Airport"
4.758181    -75.955753   907.99927164      "Cartago"    "ValleDelCauca"     "Santa Ana"
4.276242    -74.796692   274.32002164      "Girardot"    "Cundinamarca"     "Santiago Vila"
3.458986    -76.496639   964.6920764      "Cali"    "ValleDelCauca"     "Marco Fidel Suarez AB"
1.589189    -75.564372   244.75441934      "Florencia"    "Caqueta"     "Gustavo Artunduaga Paredes"
7.024331    -73.8068   125.57760994      "Barrancabermeja"    "Santander"     "Yariguies"
7.596469    -74.808942   54.86400434      "ElBagre"    "Antioquia"     "El Bagre Airport"
9.332742    -75.285594   160.93441274      "Corozal"    "Sucre"     "Las Brujas"
9.400925    -75.691317   9.44880074      "Ovejas"    "Sucre"     "Covenas Airport"
7.968469    -75.198461   53.03520424      "Caucasia"    "Antioquia"     "Caucasia Airport"
1.814417    -78.749228   2.43840024      "Tumaco"    "Narino"     "La Florida"
6.316844    -70.210714   103.93680824      "CravoNorte"    "Arauca"     "Cravo Norte Airport"
3.543222    -76.381583   963.7776764      "Cali"    "ValleDelCauca"     "Alfonso Bonilla Aragon International Airport"
10.442381    -75.512961   1.21920014      "Cartagena"    "Bolivar"     "Rafael Nunez"
3.819628    -76.989767   14.63040124      "Buenaventura"    "ValleDelCauca"     "Gerardo Tobar Lopez"
6.202917    -77.394675   24.38400194      "Mutis"    "Choco"     "Jose Celestino Mutis"
10.889589    -74.780819   29.87040244      "Barranquilla"    "Atlantico"     "Ernesto Cortissoz"
10.887878    -72.900414   259.08002044      "Distraccion"    "LaGuajira"     "Buenavista Airport"
7.1265    -73.184778   1187.80569364      "Bucaramanga"    "Santander"     "Palonegro"
9.045542    -73.974931   33.83280274      "ElBanco"    "Magdalena"     "Las Flores"
0.505228    -76.500836   248.41201964      "PuertoAsis"    "Putumayo"     "Tres de Mayo"
4.452775    -75.766447   1216.15209594      "Armenia"    "Quindio"     "El Eden"
4.076069    -73.562731   367.8936294      "Villavicencio"    "Meta"     "Gomez Nino Apiay AB"
